data,datatype,sentiment
Silver and Gold Prices Soar to Multi-Year Highs,headline,positive
Oil and Copper Prices Increase on Commodity Markets,headline,positive
U.S. Stocks Show Mixed Results Amid Economic Growth Concerns,headline,negative
Nasdaq 100 Reaches New Highs on Amazon and Alphabet Earnings,headline,neutral
Treasuries Gain as Oil Approaches $50 a Barrel,headline,positive
U.S. GDP Growth Slows to Three-Year Low,headline,neutral
"Global Equities Decline, Ending Six-Month Rising Streak",headline,neutral
Bond Traders React to U.S. Employment Cost Index Surge,headline,negative
Inflation Data Puts Pressure on Federal Reserve's Rate Hike Plans,headline,neutral
Trump's Legislative Challenges and North Korea Tensions Affect Markets,headline,positive
Congress Faces Deadline for Government Funding Agreement,headline,neutral
"S&P 500 and Dow Jones Slightly Down, Nasdaq 100 Up",headline,neutral
European Stocks Dip After Reaching Multi-Year Highs,headline,neutral
Euro and Pound Gain Against Dollar,headline,neutral
Oil Prices Recover After Previous Day's Loss,headline,neutral
"Gold Prices Continue to Rise, Marking Fourth Monthly Gain",headline,neutral
"10-Year Treasury Yields Decrease, German Yields Increase",headline,negative
Treasuries Rise as Investors Anticipate Fed Debt Purchases,headline,positive
U.S. Stocks Gain Amid Speculation of Increased Fed Support,headline,positive
Dollar Weakens to Eight-Month Low Against Major Currencies,headline,negative
"Gold Prices Surge to Record Highs Near $1,312 an Ounce",headline,positive
Copper Prices Climb as Dollar Weakens,headline,positive
Consumer Confidence Drops to Lowest Level Since February,headline,neutral
Home Price Gains Slow to Smallest Year-Over-Year Increase Since March,headline,neutral
S&P 500 Rallies for Best September Since 1939,headline,positive
Walgreen Co. Shares Surge 11% After Earnings Beat Estimates,headline,positive
Five-Year Treasury Yield Hits Record Low in Auction,headline,negative
Fed Purchases $550 Million in Treasury Inflation Protected Securities,headline,positive
European Stocks Decline as Sovereign Debt Crisis Concerns Intensify,headline,positive
Irish Bond Yields and Credit-Default Swaps Reach Record Highs,headline,positive
Yen Strengthens to Highest Level Since Bank of Japan Intervention,headline,positive
Crude Oil Prices Fall as U.S. Gasoline Demand Declines,headline,positive
"Copper Inventories Drop, Boosting Commodity Prices",headline,positive
U.S. and European Stocks Decline Amid Europe Debt Crisis Worries,headline,neutral
Gold Reaches Record High as Dollar Weakens,headline,neutral
Stoxx Europe 600 and S&P 500 Indices Drop,headline,neutral
MSCI Emerging Markets Index Hits 27-Month High,headline,neutral
"Copper Prices Surpass $8,000 a Metric Ton",headline,positive
"Spain's Credit Rating at Risk, Moody's Review Imminent",headline,neutral
General Strike in Spain Protests Government Spending Cuts,headline,neutral
Ireland to Announce Anglo Irish Bank Bailout Cost,headline,positive
Financial Stocks Lead Losses in S&P 500,headline,neutral
H&M Shares Plunge After Profit Misses Estimates,headline,negative
BP Shares Gain on Potential Gulf Spill Settlement Talks,headline,positive
"Hewlett-Packard Predicts Higher Earnings and Sales, Plans to Return Cash to Shareholders",headline,positive
U.S. House to Vote on China Currency Legislation,headline,neutral
"Gold and Silver Prices Surge, Copper Futures Gain",headline,neutral
Spanish and Irish Bond Yields Rise Amid Debt Concerns,headline,positive
Spanish Unions Claim High Participation in General Strike,headline,neutral
Protests in Brussels and Athens as Workers Strike in Europe,headline,neutral
Treasuries and Gold Decline as Fed Bond Purchase Bets Reduce,headline,neutral
U.S. Stocks Dip on Last Day of September Despite Monthly Rally,headline,neutral
Economic Data Suggests Less Need for Federal Reserve Debt Purchases,headline,neutral
S&P 500 Ends September with 8.8% Monthly Gain,headline,neutral
Technology Sector Leads September Rally but Falls in Daily Trading,headline,neutral
U.S. Jobless Claims Drop More Than Expected,headline,neutral
U.S. Q2 Economic Growth Revised Upward to 1.7%,headline,neutral
Dollar Rebounds from Five-Month Low Against Euro,headline,neutral
Spanish and Irish Bond Yields Decrease Amid Debt Crisis Containment,headline,negative
"European Stocks Retreat, Cutting Quarterly Gains",headline,neutral
MSCI Emerging Markets Index Hits Highest Level Since June 2008,headline,positive
China's Shanghai Composite Index Sees Largest Gain Since August,headline,positive
Gold Futures Retreat from Record Highs,headline,neutral
Crude Oil Prices Surge on Economic Data-Driven Demand Speculation,headline,positive
U.S. Stocks Rise Following Strong Economic Data,headline,positive
"Oil Prices Climb, Dollar Weakens Amidst Economic Optimism",headline,neutral
Consumer Spending and Confidence in U.S. Exceed Expectations,headline,positive
S&P 500 Sees Significant September Rally,headline,positive
Federal Reserve Predicts Continued Modest Economic Expansion,headline,positive
"ISM Factory Index Drops, Price Gauge Rises Unexpectedly",headline,positive
Fed Indicates Potential Increase in Treasury Purchases,headline,positive
Euro-Area Bonds Strengthen as Nations Address Deficits,headline,positive
Gold and Silver Prices Hit Record Highs,headline,positive
U.S. Stocks Fall as Dow Jones Sees Biggest Drop in a Month,headline,negative
Analyst Ratings Cuts and Factory Orders Decline Spur Market Concerns,headline,negative
Two-Year Treasury Yields Hit Record Low,headline,negative
S&P 500 Index Falls Amid Economic Slowdown,headline,negative
"Goldman Sachs Removes Buy Ratings on Microsoft, J.C. Penney, and Macy's",headline,negative
Deutsche Bank Lists Alcoa on Short-Term Sell Ahead of Earnings Season,headline,negative
Analysts Cut S&P 500 Profit Forecasts for First Time in Over a Year,headline,negative
U.S. Factory Orders Decrease 0.5 Percent in August,headline,negative
U.S. Housing Market Shows Signs of Stabilization with Purchase Contracts Rising,headline,negative
"Alcoa, Monsanto, and Costco to Report Earnings This Week",headline,negative
German New-Car Sales Drop 18 Percent in September,headline,negative
MSCI Emerging Markets Index Reaches Highest Level Since June 2008,headline,neutral
HSBC Global Asset Management Highlights Emerging Markets for Yield and Return,headline,neutral
"Euro Weakens Against Most-Traded Peers, Dollar Index Rebounds",headline,neutral
"10-Year U.S. Treasury Note Yield Declines, Greek Bond Yields Slide",headline,negative
Hog Futures Drop to Lowest Since February on Oversupply Concerns,headline,negative
Raw Sugar Futures Decline as Brazil Drought Concerns Ease,headline,neutral
"Crude Oil Hits Six-Month Low, Negating OPEC Cut Effects",headline,positive
"S&P 500 Stabilizes as Insurers Gain, Despite Energy Sector Slump",headline,positive
Gold Experiences Largest Two-Day Decline of the Year,headline,positive
U.S. Healthcare Stocks Rise After House Votes to Replace Obamacare,headline,positive
Treasury Yields Increase as Dollar Weakens,headline,negative
U.S. Jobs Report Anticipated to Show Economic Improvement,headline,positive
Dow Jones Suffers as Caterpillar and Chevron Stocks Fall,headline,positive
Stoxx Europe 600 and FTSE 100 Indices See Gains,headline,positive
Brent Crude Drops Below $50 for First Time Since March,headline,positive
Iron Ore and Copper Futures Face Significant Losses,headline,positive
Russian Ruble and Canadian Dollar Decline Amidst Oil Price Drop,headline,positive
Euro and Pound Strengthen Against U.S. Dollar,headline,positive
German Bund Yields Rise as European Government Bonds Fall,headline,positive
Treasuries and Yen Rise Amid Speculation of Fed Bond Purchases,headline,negative
U.S. Stocks Decline as Private Payrolls Drop,headline,neutral
Five-Year Treasury Yields Hit Record Low,headline,negative
Yen Reaches 15-Year High Against Dollar,headline,positive
S&P 500 Index Falls Slightly After Previous Rally,headline,neutral
Gold and Tin Prices Reach Record Highs,headline,positive
Copper Prices Hit 27-Month Peak,headline,positive
ADP Report Shows Unexpected Drop in Private Payrolls,headline,neutral
Goldman Sachs Predicts Challenging U.S. Economy in Near Term,headline,positive
IMF Cuts Global Growth Forecast,headline,positive
"Technology Shares Fall, Dragging Down Market Index",headline,neutral
General Electric Buys Dresser Inc. for $3 Billion,headline,positive
Labor Department's Job Data Anticipated to Show Growth,headline,neutral
Alcoa to Kick Off U.S. Earnings Season,headline,positive
Analysts Expect S&P 500 Earnings to Increase,headline,neutral
Two-Year Treasury Yield Reaches Record Low,headline,negative
Spread Between 10-Year Notes and 30-Year Bonds Widens,headline,negative
Fed Continues Treasury Purchases to Support Economy,headline,neutral
"Stoxx Europe 600 Index Rises, Led by Basic-Resources Stocks",headline,positive
MSCI Asia Pacific Index Reaches Two-Year High,headline,neutral
Emerging Markets Index Hits Highest Level Since 2008,headline,neutral
Wall Street Economists Bet on Global Economy's Resilience,headline,neutral
German Two-Year Notes Yield Falls After Auction,headline,positive
Central Banks Consider Further Stimulus Measures,headline,positive
Dollar Weakens Against Major Currencies,headline,negative
Gold Price Sets New Record,headline,positive
Silver Reaches Highest Price Since 1980,headline,positive
Copper Futures Surge to Highest Since 2008,headline,positive
U.S. Stocks Decline as S&P 500 Falls for Second Day,headline,neutral
Gold Prices Retreat from Record Highs,headline,negative
Oil Prices Drop from Five-Month Peak,headline,negative
U.S. Jobless Claims Fall to Three-Month Low,headline,neutral
Debate Over Fed's Quantitative Easing Continues,headline,neutral
Fed Bank of Dallas President Expresses Doubts on Monetary Easing,headline,neutral
Adobe Systems Inc. Shares Surge on Microsoft Acquisition Talks,headline,positive
Alcoa Inc. Reports Earnings Above Analyst Expectations,headline,neutral
U.S. Treasury Yields Fluctuate Amid Economic Data,headline,neutral
Euro Weakens After Surpassing $1.40 Mark,headline,neutral
ECB President Trichet Warns Against Disorderly Currency Moves,headline,neutral
Global Concerns Rise Over Potential Currency Wars,headline,neutral
European Stocks End Mixed Amid Takeover Speculation,headline,neutral
Spain and France Conduct Bond Auctions Amid Yield Changes,headline,neutral
U.S. Treasuries Rise as Dollar Weakens Following Job Losses,headline,positive
"Corn, Soybeans, and Wheat Prices Soar on Supply Concerns",headline,positive
S&P 500 Index Reaches Highest Level Since May 12,headline,positive
"U.S. Labor Department Reports 95,000 Jobs Lost in September",headline,positive
"Private Payrolls Increase by 64,000, Below Forecasts",headline,positive
Unemployment Rate Remains at 9.6% for 14th Consecutive Month,headline,positive
"Alcoa Inc. Beats Earnings Estimates, Shares Surge 5.7%",headline,positive
Barclays Shares Drop After Sheikh Mansour Hedges Stake,headline,positive
Treasury Yields Hit Record Lows on Shorter-Term Notes,headline,neutral
Emerging Markets Attract Over $6 Billion in Equity Fund Inflows,headline,positive
U.S. Department of Agriculture Cuts Corn-Crop Estimate,headline,positive
Tyson Foods and Smithfield Foods Shares Fall on Grain Price Surge,headline,negative
Crude Oil and Gold Futures Climb in Commodity Markets,headline,positive
U.S. Stocks Rebound Amid Dip-Buying Despite Virus Concerns,headline,neutral
Airlines and Cruise Operators Lead Gains in U.S. Equities,headline,neutral
CDC Suggests Local Lockdowns Possible if Virus Cases Surge,headline,neutral
"S&P 500 Recovers with Real-Estate, Financial, and Energy Companies Leading Gains",headline,neutral
WHO Warns of Second Wave Risk for Countries Exiting Lockdowns,headline,neutral
Major U.S. Equity Gauges Fall Over the Week Amid Recovery Concerns,headline,neutral
Record One-Day Increases in COVID-19 Cases Reported in Arizona and Oklahoma,headline,neutral
Florida Experiences Largest Daily COVID-19 Case Jump Since May 1,headline,neutral
White House Adviser Larry Kudlow Sees No New Wave of COVID-19 Cases,headline,neutral
S&P 500 Advances 1.3% in New York Trading Session,headline,neutral
Stoxx Europe 600 Index Sees Modest Gain of 0.3%,headline,positive
MSCI Asia Pacific Index Falls by 1.2%,headline,neutral
Euro Drops 0.4% Against the Dollar,headline,negative
Japanese Yen Weakens 0.5% Against the Dollar,headline,positive
10-Year Treasury Yields Increase by Four Basis Points,headline,neutral
German 10-Year Yield Drops Three Basis Points,headline,neutral
UK 10-Year Yield Rises One Basis Point,headline,neutral
West Texas Intermediate Crude Oil Marginally Up by 0.1%,headline,neutral
U.S. Stocks Hit Five-Month Highs After Fed Minutes,headline,neutral
Dollar Weakens as Fed Considers More Government Debt Purchases,headline,neutral
Gold Prices Dip Ending Three-Day Gain Streak,headline,neutral
"S&P 500 Rises 0.4 Percent, Led by Financial and Tech Stocks",headline,neutral
U.S. 30-Year Treasury Bond Yield Increases Amid Speculation of Fed Buying Shorter-Maturity Debt,headline,positive
Euro Rebounds on ECB Member's Comments to End Bond-Purchase Program,headline,neutral
Dollar Nears 15-Year Low Against Yen Amid Recovery Concerns,headline,positive
Swiss Franc Strengthens as Investors Seek Safe Havens,headline,positive
U.K. Inflation Exceeds Government Limit for Seventh Consecutive Month,headline,neutral
